"STATION","NAME","DATE","TMAX","TMIN"
"USC00083909","HIALEAH, FL US","1995-12-23","64","47"
"USC00083909","HIALEAH, FL US","1995-12-24","59","38"
"USC00083909","HIALEAH, FL US","1995-12-25","62","44"
"USC00083909","HIALEAH, FL US","1995-12-26","65","45"
"USC00083909","HIALEAH, FL US","1995-12-27","65","50"
"USC00083909","HIALEAH, FL US","1995-12-28","59","52"
"USC00083909","HIALEAH, FL US","1995-12-29","75","53"
"USC00083909","HIALEAH, FL US","1995-12-30","80","71"
"USC00083909","HIALEAH, FL US","1995-12-31","81","74"
"USC00083909","HIALEAH, FL US","1996-01-01","85","70"
"USC00083909","HIALEAH, FL US","1996-01-02","83","77"
"USC00083909","HIALEAH, FL US","1996-01-03","77","51"
"USC00083909","HIALEAH, FL US","1996-01-04","68","49"
"USC00083909","HIALEAH, FL US","1996-01-05","72","53"
"USC00083909","HIALEAH, FL US","1996-01-06","77","60"
"USC00083909","HIALEAH, FL US","1996-01-07","79","44"
"USC00083909","HIALEAH, FL US","1996-01-08","59","37"
"USC00083909","HIALEAH, FL US","1996-01-09","64","39"
"USC00083909","HIALEAH, FL US","1996-01-10","74","47"
"USC00083909","HIALEAH, FL US","1996-01-11","77","51"
"USC00083909","HIALEAH, FL US","1996-01-12","77","47"
"USC00083909","HIALEAH, FL US","1996-01-13","62","44"
"USC00083909","HIALEAH, FL US","1996-01-14","73","47"
"USC00083909","HIALEAH, FL US","1996-01-15","75","58"
"USC00083909","HIALEAH, FL US","1996-01-16","77","65"
"USC00083909","HIALEAH, FL US","1996-01-17","79","65"
"USC00083909","HIALEAH, FL US","1996-01-18","82","67"
"USC00083909","HIALEAH, FL US","1996-01-19","83","58"
"USC00083909","HIALEAH, FL US","1996-01-20","79","60"
"USC00083909","HIALEAH, FL US","1996-01-21","85","61"
"USC00083909","HIALEAH, FL US","1996-01-22","80","64"
"USC00083909","HIALEAH, FL US","1996-01-23","81","62"
"USC00083909","HIALEAH, FL US","1996-01-24","82","63"
"USC00083909","HIALEAH, FL US","1996-01-25","83","62"
"USC00083909","HIALEAH, FL US","1996-01-26","82","64"
"USC00083909","HIALEAH, FL US","1996-01-27","81","63"
"USC00083909","HIALEAH, FL US","1996-01-28","75","62"
"USC00083909","HIALEAH, FL US","1996-01-29","80","65"
"USC00083909","HIALEAH, FL US","1996-01-30","81","63"
"USC00083909","HIALEAH, FL US","1996-01-31","85","60"
"USC00083909","HIALEAH, FL US","1996-02-01","86","58"
"USC00083909","HIALEAH, FL US","1996-02-02","85","71"
"USC00083909","HIALEAH, FL US","1996-02-03","84","52"
"USC00083909","HIALEAH, FL US","1996-02-04","60","36"
"USC00083909","HIALEAH, FL US","1996-02-05","63","38"
"USC00083909","HIALEAH, FL US","1996-02-06","70","47"
"USC00083909","HIALEAH, FL US","1996-02-07","75","49"
"USC00083909","HIALEAH, FL US","1996-02-08","76","54"
"USC00083909","HIALEAH, FL US","1996-02-09","77","52"
"USC00083909","HIALEAH, FL US","1996-02-10","82","57"
"USC00083909","HIALEAH, FL US","1996-02-11","82","58"
"USC00083909","HIALEAH, FL US","1996-02-12","74","46"
"USC00083909","HIALEAH, FL US","1996-02-13","70","48"
"USC00083909","HIALEAH, FL US","1996-02-14","76","50"
"USC00083909","HIALEAH, FL US","1996-02-15","80","55"
"USC00083909","HIALEAH, FL US","1996-02-16","61","43"
"USC00083909","HIALEAH, FL US","1996-02-17","80","38"
"USC00083909","HIALEAH, FL US","1996-02-18","73","62"
"USC00083909","HIALEAH, FL US","1996-02-19","74","50"
"USC00083909","HIALEAH, FL US","1996-02-20","83","65"
"USC00083909","HIALEAH, FL US","1996-02-21","84","63"
"USC00083909","HIALEAH, FL US","1996-02-22","84","63"
"USC00083909","HIALEAH, FL US","1996-02-23","84","64"
"USC00083909","HIALEAH, FL US","1996-02-24","86","62"
"USC00083909","HIALEAH, FL US","1996-02-25","85","62"
"USC00083909","HIALEAH, FL US","1996-02-26","83","64"
"USC00083909","HIALEAH, FL US","1996-02-27","88","65"
"USC00083909","HIALEAH, FL US","1996-02-28","85","64"
"USC00083909","HIALEAH, FL US","1996-02-29","87","65"
"USC00083909","HIALEAH, FL US","1996-03-01","86","72"
"USC00083909","HIALEAH, FL US","1996-03-02","84","60"
"USC00083909","HIALEAH, FL US","1996-03-03","70","62"
"USC00083909","HIALEAH, FL US","1996-03-04","77","70"
"USC00083909","HIALEAH, FL US","1996-03-05","80","74"
"USC00083909","HIALEAH, FL US","1996-03-06","85","77"
"USC00083909","HIALEAH, FL US","1996-03-07","86","64"
"USC00083909","HIALEAH, FL US","1996-03-08","65","45"
"USC00083909","HIALEAH, FL US","1996-03-09","69","49"
"USC00083909","HIALEAH, FL US","1996-03-10","66","54"
"USC00083909","HIALEAH, FL US","1996-03-11","57","51"
"USC00083909","HIALEAH, FL US","1996-03-12","75","56"
"USC00083909","HIALEAH, FL US","1996-03-13","78","50"
"USC00083909","HIALEAH, FL US","1996-03-14","77","51"
"USC00083909","HIALEAH, FL US","1996-03-15","80","55"
"USC00083909","HIALEAH, FL US","1996-03-16","81","58"
"USC00083909","HIALEAH, FL US","1996-03-17","83","61"
"USC00083909","HIALEAH, FL US","1996-03-18","88","73"
"USC00083909","HIALEAH, FL US","1996-03-19","75","53"
"USC00083909","HIALEAH, FL US","1996-03-20","68","52"
"USC00083909","HIALEAH, FL US","1996-03-21","63","48"
"USC00083909","HIALEAH, FL US","1996-03-22","69","57"
"USC00083909","HIALEAH, FL US","1996-03-23","77","68"
"USC00083909","HIALEAH, FL US","1996-03-24","77","63"
"USC00083909","HIALEAH, FL US","1996-03-25","73","69"
"USC00083909","HIALEAH, FL US","1996-03-26","77","70"
"USC00083909","HIALEAH, FL US","1996-03-27","76","72"
"USC00083909","HIALEAH, FL US","1996-03-28","76","66"
"USC00083909","HIALEAH, FL US","1996-03-29","81","67"
"USC00083909","HIALEAH, FL US","1996-03-30","82","66"
"USC00083909","HIALEAH, FL US","1996-03-31","87","72"
"USC00083909","HIALEAH, FL US","1996-04-01","83","56"
"USC00083909","HIALEAH, FL US","1996-04-02","68","56"
"USC00083909","HIALEAH, FL US","1996-04-03","75","60"
"USC00083909","HIALEAH, FL US","1996-04-04","74","65"
"USC00083909","HIALEAH, FL US","1996-04-05","82","69"
"USC00083909","HIALEAH, FL US","1996-04-06","83","71"
"USC00083909","HIALEAH, FL US","1996-04-07","82","65"
"USC00083909","HIALEAH, FL US","1996-04-08","78","64"
"USC00083909","HIALEAH, FL US","1996-04-09","66","60"
"USC00083909","HIALEAH, FL US","1996-04-10","76","62"
"USC00083909","HIALEAH, FL US","1996-04-11","73","56"
"USC00083909","HIALEAH, FL US","1996-04-12","75","61"
"USC00083909","HIALEAH, FL US","1996-04-13","97","67"
"USC00083909","HIALEAH, FL US","1996-04-14","89","70"
"USC00083909","HIALEAH, FL US","1996-04-15","91","71"
"USC00083909","HIALEAH, FL US","1996-04-16","80","63"
"USC00083909","HIALEAH, FL US","1996-04-17","73","67"
"USC00083909","HIALEAH, FL US","1996-04-18","73","65"
"USC00083909","HIALEAH, FL US","1996-04-19","75","67"
"USC00083909","HIALEAH, FL US","1996-04-20","75","65"
"USC00083909","HIALEAH, FL US","1996-04-21","77","69"
"USC00083909","HIALEAH, FL US","1996-04-22","78","62"
"USC00083909","HIALEAH, FL US","1996-04-23","79","68"
"USC00083909","HIALEAH, FL US","1996-04-24","85","66"
"USC00083909","HIALEAH, FL US","1996-04-25","80","68"
"USC00083909","HIALEAH, FL US","1996-04-26","88","72"
"USC00083909","HIALEAH, FL US","1996-04-27","84","76"
"USC00083909","HIALEAH, FL US","1996-04-28","82","74"
"USC00083909","HIALEAH, FL US","1996-04-29","81","74"
"USC00083909","HIALEAH, FL US","1996-04-30","78","73"
"USC00083909","HIALEAH, FL US","1996-05-01","78","72"
"USC00083909","HIALEAH, FL US","1996-05-02","86","73"
"USC00083909","HIALEAH, FL US","1996-05-03","87","74"
"USC00083909","HIALEAH, FL US","1996-05-04","84","72"
"USC00083909","HIALEAH, FL US","1996-05-05","84","75"
"USC00083909","HIALEAH, FL US","1996-05-06","86","76"
"USC00083909","HIALEAH, FL US","1996-05-07","87","75"
"USC00083909","HIALEAH, FL US","1996-05-08","86","76"
"USC00083909","HIALEAH, FL US","1996-05-09","87","76"
"USC00083909","HIALEAH, FL US","1996-05-10","89","74"
"USC00083909","HIALEAH, FL US","1996-05-11","81","68"
"USC00083909","HIALEAH, FL US","1996-05-12","84","72"
"USC00083909","HIALEAH, FL US","1996-05-13","82","70"
"USC00083909","HIALEAH, FL US","1996-05-14","87","71"
"USC00083909","HIALEAH, FL US","1996-05-15","90","73"
"USC00083909","HIALEAH, FL US","1996-05-16","87","67"
"USC00083909","HIALEAH, FL US","1996-05-17","87","76"
"USC00083909","HIALEAH, FL US","1996-05-18","87","75"
"USC00083909","HIALEAH, FL US","1996-05-19","89","74"
"USC00083909","HIALEAH, FL US","1996-05-20","89","71"
"USC00083909","HIALEAH, FL US","1996-05-21","80","72"
"USC00083909","HIALEAH, FL US","1996-05-22","91","73"
"USC00083909","HIALEAH, FL US","1996-05-23","87","73"
"USC00083909","HIALEAH, FL US","1996-05-24","90","74"
"USC00083909","HIALEAH, FL US","1996-05-25","93","74"
"USC00083909","HIALEAH, FL US","1996-05-26","92","74"
"USC00083909","HIALEAH, FL US","1996-05-27","90","74"
"USC00083909","HIALEAH, FL US","1996-05-28","94","73"
"USC00083909","HIALEAH, FL US","1996-05-29","95","72"
"USC00083909","HIALEAH, FL US","1996-05-30","93","72"
"USC00083909","HIALEAH, FL US","1996-05-31","90","73"
"USC00083909","HIALEAH, FL US","1996-06-01","88","72"
"USC00083909","HIALEAH, FL US","1996-06-02","87","71"
"USC00083909","HIALEAH, FL US","1996-06-03","87","74"
"USC00083909","HIALEAH, FL US","1996-06-04","89","76"
"USC00083909","HIALEAH, FL US","1996-06-05","90","76"
"USC00083909","HIALEAH, FL US","1996-06-06","92","72"
"USC00083909","HIALEAH, FL US","1996-06-07","88","76"
"USC00083909","HIALEAH, FL US","1996-06-08","86","74"
"USC00083909","HIALEAH, FL US","1996-06-09","92","70"
"USC00083909","HIALEAH, FL US","1996-06-10","90","72"
"USC00083909","HIALEAH, FL US","1996-06-11","88","77"
"USC00083909","HIALEAH, FL US","1996-06-12","82","73"
"USC00083909","HIALEAH, FL US","1996-06-13","79","72"
"USC00083909","HIALEAH, FL US","1996-06-14","88","72"
"USC00083909","HIALEAH, FL US","1996-06-15","80","75"
"USC00083909","HIALEAH, FL US","1996-06-16","80","73"
"USC00083909","HIALEAH, FL US","1996-06-17","79","74"
"USC00083909","HIALEAH, FL US","1996-06-18","84","74"
"USC00083909","HIALEAH, FL US","1996-06-19","92","73"
"USC00083909","HIALEAH, FL US","1996-06-20","79","72"
"USC00083909","HIALEAH, FL US","1996-06-21","84","73"
"USC00083909","HIALEAH, FL US","1996-06-22","84","74"
"USC00083909","HIALEAH, FL US","1996-06-23","84","74"
"USC00083909","HIALEAH, FL US","1996-06-24","82","74"
"USC00083909","HIALEAH, FL US","1996-06-25","86","73"
"USC00083909","HIALEAH, FL US","1996-06-26","85","74"
"USC00083909","HIALEAH, FL US","1996-06-27","92","73"
"USC00083909","HIALEAH, FL US","1996-06-28","91","24"
"USC00083909","HIALEAH, FL US","1996-06-29","91","77"
"USC00083909","HIALEAH, FL US","1996-06-30","92","74"
"USC00083909","HIALEAH, FL US","1996-07-01","90","75"
"USC00083909","HIALEAH, FL US","1996-07-02","92","77"
"USC00083909","HIALEAH, FL US","1996-07-03","92","75"
"USC00083909","HIALEAH, FL US","1996-07-04","92","76"
"USC00083909","HIALEAH, FL US","1996-07-05","93","77"
"USC00083909","HIALEAH, FL US","1996-07-06","94","77"
"USC00083909","HIALEAH, FL US","1996-07-07","95","76"
"USC00083909","HIALEAH, FL US","1996-07-08","92","79"
"USC00083909","HIALEAH, FL US","1996-07-09","93","75"
"USC00083909","HIALEAH, FL US","1996-07-10","91","76"
"USC00083909","HIALEAH, FL US","1996-07-11","95","76"
"USC00083909","HIALEAH, FL US","1996-07-12","92","69"
"USC00083909","HIALEAH, FL US","1996-07-13","91","73"
"USC00083909","HIALEAH, FL US","1996-07-14","91","79"
"USC00083909","HIALEAH, FL US","1996-07-15","90","69"
"USC00083909","HIALEAH, FL US","1996-07-16","90","73"
"USC00083909","HIALEAH, FL US","1996-07-17","90","77"
"USC00083909","HIALEAH, FL US","1996-07-18","90","78"
"USC00083909","HIALEAH, FL US","1996-07-19","91","76"
"USC00083909","HIALEAH, FL US","1996-07-20","93","75"
"USC00083909","HIALEAH, FL US","1996-07-21","92","78"
"USC00083909","HIALEAH, FL US","1996-07-22","91","79"
"USC00083909","HIALEAH, FL US","1996-07-23","92","78"
"USC00083909","HIALEAH, FL US","1996-07-24","90","79"
"USC00083909","HIALEAH, FL US","1996-07-25","92","80"
"USC00083909","HIALEAH, FL US","1996-07-26","90","76"
"USC00083909","HIALEAH, FL US","1996-07-27","90","80"
"USC00083909","HIALEAH, FL US","1996-07-28","91","79"
"USC00083909","HIALEAH, FL US","1996-07-29","89","78"
"USC00083909","HIALEAH, FL US","1996-07-30","93","82"
"USC00083909","HIALEAH, FL US","1996-07-31","91","80"
"USC00083909","HIALEAH, FL US","1996-08-01","92","79"
"USC00083909","HIALEAH, FL US","1996-08-02","91","78"
"USC00083909","HIALEAH, FL US","1996-08-03","92","82"
"USC00083909","HIALEAH, FL US","1996-08-04","93","83"
"USC00083909","HIALEAH, FL US","1996-08-05","92","80"
"USC00083909","HIALEAH, FL US","1996-08-06","92","83"
"USC00083909","HIALEAH, FL US","1996-08-07","93","83"
"USC00083909","HIALEAH, FL US","1996-08-08","93","78"
"USC00083909","HIALEAH, FL US","1996-08-09","94","75"
"USC00083909","HIALEAH, FL US","1996-08-10","94","80"
"USC00083909","HIALEAH, FL US","1996-08-11","85","81"
"USC00083909","HIALEAH, FL US","1996-08-12","87","75"
"USC00083909","HIALEAH, FL US","1996-08-13","88","74"
"USC00083909","HIALEAH, FL US","1996-08-14","88","78"
"USC00083909","HIALEAH, FL US","1996-08-15","94","78"
"USC00083909","HIALEAH, FL US","1996-08-16","93","78"
"USC00083909","HIALEAH, FL US","1996-08-17","94","78"
"USC00083909","HIALEAH, FL US","1996-08-18","91","79"
"USC00083909","HIALEAH, FL US","1996-08-19","90","78"
"USC00083909","HIALEAH, FL US","1996-08-20","89","81"
"USC00083909","HIALEAH, FL US","1996-08-21","89","77"
"USC00083909","HIALEAH, FL US","1996-08-22","89","76"
"USC00083909","HIALEAH, FL US","1996-08-23","89","74"
"USC00083909","HIALEAH, FL US","1996-08-24","89","73"
"USC00083909","HIALEAH, FL US","1996-08-25","89","76"
"USC00083909","HIALEAH, FL US","1996-08-26","89","77"
"USC00083909","HIALEAH, FL US","1996-08-27","86","76"
"USC00083909","HIALEAH, FL US","1996-08-28","90","77"
"USC00083909","HIALEAH, FL US","1996-08-29","91","78"
"USC00083909","HIALEAH, FL US","1996-08-30","92","78"
"USC00083909","HIALEAH, FL US","1996-08-31","94","77"
"USC00083909","HIALEAH, FL US","1996-09-01","95","80"
"USC00083909","HIALEAH, FL US","1996-09-02","95","78"
"USC00083909","HIALEAH, FL US","1996-09-03","92","79"
"USC00083909","HIALEAH, FL US","1996-09-04","95","78"
"USC00083909","HIALEAH, FL US","1996-09-05","95","79"
"USC00083909","HIALEAH, FL US","1996-09-06","94","78"
"USC00083909","HIALEAH, FL US","1996-09-07","91","76"
"USC00083909","HIALEAH, FL US","1996-09-08","92","75"
"USC00083909","HIALEAH, FL US","1996-09-09","85","76"
"USC00083909","HIALEAH, FL US","1996-09-10","90","79"
"USC00083909","HIALEAH, FL US","1996-09-11","91","78"
"USC00083909","HIALEAH, FL US","1996-09-12","92","78"
"USC00083909","HIALEAH, FL US","1996-09-13","94","78"
"USC00083909","HIALEAH, FL US","1996-09-14","96","76"
"USC00083909","HIALEAH, FL US","1996-09-15","92","80"
"USC00083909","HIALEAH, FL US","1996-09-16","92","82"
"USC00083909","HIALEAH, FL US","1996-09-17","91","79"
"USC00083909","HIALEAH, FL US","1996-09-18","90","80"
"USC00083909","HIALEAH, FL US","1996-09-19","89","78"
"USC00083909","HIALEAH, FL US","1996-09-20","91","80"
"USC00083909","HIALEAH, FL US","1996-09-21","92","77"
"USC00083909","HIALEAH, FL US","1996-09-22","94","79"
"USC00083909","HIALEAH, FL US","1996-09-23","90","77"
"USC00083909","HIALEAH, FL US","1996-09-24","88","76"
"USC00083909","HIALEAH, FL US","1996-09-25","88","76"
"USC00083909","HIALEAH, FL US","1996-09-26","87","75"
"USC00083909","HIALEAH, FL US","1996-09-27","90","77"
"USC00083909","HIALEAH, FL US","1996-09-28","88","78"
"USC00083909","HIALEAH, FL US","1996-09-29","88","80"
"USC00083909","HIALEAH, FL US","1996-09-30","91","79"
"USC00083909","HIALEAH, FL US","1996-10-01","88","78"
"USC00083909","HIALEAH, FL US","1996-10-02","89","77"
"USC00083909","HIALEAH, FL US","1996-10-03","87","75"
"USC00083909","HIALEAH, FL US","1996-10-04","85","73"
"USC00083909","HIALEAH, FL US","1996-10-05","88","74"
"USC00083909","HIALEAH, FL US","1996-10-06","79","75"
"USC00083909","HIALEAH, FL US","1996-10-07","87","82"
"USC00083909","HIALEAH, FL US","1996-10-08","87","74"
"USC00083909","HIALEAH, FL US","1996-10-09","89","74"
"USC00083909","HIALEAH, FL US","1996-10-10","89","74"
"USC00083909","HIALEAH, FL US","1996-10-11","83","76"
"USC00083909","HIALEAH, FL US","1996-10-12","84","76"
"USC00083909","HIALEAH, FL US","1996-10-13","83","75"
"USC00083909","HIALEAH, FL US","1996-10-14","84","76"
"USC00083909","HIALEAH, FL US","1996-10-15","84","78"
"USC00083909","HIALEAH, FL US","1996-10-16","87","76"
"USC00083909","HIALEAH, FL US","1996-10-17","84","76"
"USC00083909","HIALEAH, FL US","1996-10-18","85","72"
"USC00083909","HIALEAH, FL US","1996-10-19","83","63"
"USC00083909","HIALEAH, FL US","1996-10-20","85","69"
"USC00083909","HIALEAH, FL US","1996-10-21","84","69"
"USC00083909","HIALEAH, FL US","1996-10-22","85","71"
"USC00083909","HIALEAH, FL US","1996-10-23","86","71"
"USC00083909","HIALEAH, FL US","1996-10-24","86","71"
"USC00083909","HIALEAH, FL US","1996-10-25","86","70"
"USC00083909","HIALEAH, FL US","1996-10-26","87","70"
"USC00083909","HIALEAH, FL US","1996-10-27","87","70"
"USC00083909","HIALEAH, FL US","1996-10-28","87","70"
"USC00083909","HIALEAH, FL US","1996-10-29","86","76"
"USC00083909","HIALEAH, FL US","1996-10-30","87","78"
"USC00083909","HIALEAH, FL US","1996-10-31","88","71"
"USC00083909","HIALEAH, FL US","1996-11-01","87","76"
"USC00083909","HIALEAH, FL US","1996-11-02","89","71"
"USC00083909","HIALEAH, FL US","1996-11-03","84","75"
"USC00083909","HIALEAH, FL US","1996-11-04","84","77"
"USC00083909","HIALEAH, FL US","1996-11-05","88","78"
"USC00083909","HIALEAH, FL US","1996-11-06","87","77"
"USC00083909","HIALEAH, FL US","1996-11-07","87","79"
"USC00083909","HIALEAH, FL US","1996-11-08","87","64"
"USC00083909","HIALEAH, FL US","1996-11-09","75","58"
"USC00083909","HIALEAH, FL US","1996-11-10","78","58"
"USC00083909","HIALEAH, FL US","1996-11-11","80","64"
"USC00083909","HIALEAH, FL US","1996-11-12","78","73"
"USC00083909","HIALEAH, FL US","1996-11-13","79","72"
"USC00083909","HIALEAH, FL US","1996-11-14","80","74"
"USC00083909","HIALEAH, FL US","1996-11-15","79","73"
"USC00083909","HIALEAH, FL US","1996-11-16","79","73"
"USC00083909","HIALEAH, FL US","1996-11-17","80","70"
"USC00083909","HIALEAH, FL US","1996-11-18","81","69"
"USC00083909","HIALEAH, FL US","1996-11-19","83","65"
"USC00083909","HIALEAH, FL US","1996-11-20","86","67"
"USC00083909","HIALEAH, FL US","1996-11-21","88","68"
"USC00083909","HIALEAH, FL US","1996-11-22","88","69"
"USC00083909","HIALEAH, FL US","1996-11-23","87","74"
"USC00083909","HIALEAH, FL US","1996-11-24","87","76"
"USC00083909","HIALEAH, FL US","1996-11-25","82","66"
"USC00083909","HIALEAH, FL US","1996-11-26","79","58"
"USC00083909","HIALEAH, FL US","1996-11-27","78","57"
"USC00083909","HIALEAH, FL US","1996-11-28","80","56"
"USC00083909","HIALEAH, FL US","1996-11-29","81","55"
"USC00083909","HIALEAH, FL US","1996-11-30","80","60"
"USC00083909","HIALEAH, FL US","1996-12-01","83","73"
"USC00083909","HIALEAH, FL US","1996-12-02","87","65"
"USC00083909","HIALEAH, FL US","1996-12-03","88","65"
"USC00083909","HIALEAH, FL US","1996-12-04","79","64"
"USC00083909","HIALEAH, FL US","1996-12-05","80","67"
"USC00083909","HIALEAH, FL US","1996-12-06","87","68"
"USC00083909","HIALEAH, FL US","1996-12-07","85","72"
"USC00083909","HIALEAH, FL US","1996-12-08","78","52"
"USC00083909","HIALEAH, FL US","1996-12-09","69","51"
"USC00083909","HIALEAH, FL US","1996-12-10","72","62"
"USC00083909","HIALEAH, FL US","1996-12-11","78","68"
"USC00083909","HIALEAH, FL US","1996-12-12","81","68"
"USC00083909","HIALEAH, FL US","1996-12-13","81","63"
"USC00083909","HIALEAH, FL US","1996-12-14","80","62"
"USC00083909","HIALEAH, FL US","1996-12-15","78","60"
"USC00083909","HIALEAH, FL US","1996-12-16","77","61"
"USC00083909","HIALEAH, FL US","1996-12-17","79","66"
"USC00083909","HIALEAH, FL US","1996-12-18","81","70"
"USC00083909","HIALEAH, FL US","1996-12-19","83","46"
"USC00083909","HIALEAH, FL US","1996-12-20","80","55"
"USC00083909","HIALEAH, FL US","1996-12-21","79","60"
"USC00083909","HIALEAH, FL US","1996-12-22","78","64"
"USC00083909","HIALEAH, FL US","1996-12-23","78","65"
"USC00083909","HIALEAH, FL US","1996-12-24","82","70"
"USC00083909","HIALEAH, FL US","1996-12-25","82","69"
"USC00083909","HIALEAH, FL US","1996-12-26","80","70"
"USC00083909","HIALEAH, FL US","1996-12-27","83","71"
"USC00083909","HIALEAH, FL US","1996-12-28","80","67"
"USC00083909","HIALEAH, FL US","1996-12-29","84","67"
"USC00083909","HIALEAH, FL US","1996-12-30","84","68"
"USC00083909","HIALEAH, FL US","1996-12-31","83","67"
"USC00083909","HIALEAH, FL US","1997-01-01","82","64"
"USC00083909","HIALEAH, FL US","1997-01-02","83","67"
"USC00083909","HIALEAH, FL US","1997-01-03","86","70"
"USC00083909","HIALEAH, FL US","1997-01-04","84","74"
"USC00083909","HIALEAH, FL US","1997-01-05","82","66"
"USC00083909","HIALEAH, FL US","1997-01-06","84","68"
"USC00083909","HIALEAH, FL US","1997-01-07","82","64"
"USC00083909","HIALEAH, FL US","1997-01-08","85","68"
"USC00083909","HIALEAH, FL US","1997-01-09","85","61"
"USC00083909","HIALEAH, FL US","1997-01-10","72","59"
"USC00083909","HIALEAH, FL US","1997-01-11","70","65"
"USC00083909","HIALEAH, FL US","1997-01-12","73","68"
"USC00083909","HIALEAH, FL US","1997-01-13","78","63"
"USC00083909","HIALEAH, FL US","1997-01-14","72","66"
"USC00083909","HIALEAH, FL US","1997-01-15","74","68"
"USC00083909","HIALEAH, FL US","1997-01-16","85","47"
"USC00083909","HIALEAH, FL US","1997-01-17","64","44"
"USC00083909","HIALEAH, FL US","1997-01-18","59","38"
"USC00083909","HIALEAH, FL US","1997-01-19","58","40"
"USC00083909","HIALEAH, FL US","1997-01-20","74","41"
"USC00083909","HIALEAH, FL US","1997-01-21","74","54"
"USC00083909","HIALEAH, FL US","1997-01-22","80","60"
"USC00083909","HIALEAH, FL US","1997-01-23","81","62"
"USC00083909","HIALEAH, FL US","1997-01-24","82","68"
"USC00083909","HIALEAH, FL US","1997-01-25","84","69"
"USC00083909","HIALEAH, FL US","1997-01-26","80","65"
"USC00083909","HIALEAH, FL US","1997-01-27","80","67"
"USC00083909","HIALEAH, FL US","1997-01-28","83","65"
"USC00083909","HIALEAH, FL US","1997-01-29","83","66"
"USC00083909","HIALEAH, FL US","1997-01-30","78","56"
"USC00083909","HIALEAH, FL US","1997-01-31","68","52"
"USC00083909","HIALEAH, FL US","1997-02-01","76","56"
"USC00083909","HIALEAH, FL US","1997-02-02","78","60"
"USC00083909","HIALEAH, FL US","1997-02-03","79","69"
"USC00083909","HIALEAH, FL US","1997-02-04","80","73"
"USC00083909","HIALEAH, FL US","1997-02-05","83","68"
"USC00083909","HIALEAH, FL US","1997-02-06","84","70"
"USC00083909","HIALEAH, FL US","1997-02-07","82","66"
"USC00083909","HIALEAH, FL US","1997-02-08","86","69"
"USC00083909","HIALEAH, FL US","1997-02-09","84","64"
"USC00083909","HIALEAH, FL US","1997-02-10","85","56"
"USC00083909","HIALEAH, FL US","1997-02-11","74","55"
"USC00083909","HIALEAH, FL US","1997-02-12","82","76"
"USC00083909","HIALEAH, FL US","1997-02-13","85","69"
"USC00083909","HIALEAH, FL US","1997-02-14","84","75"
"USC00083909","HIALEAH, FL US","1997-02-15","85","72"
"USC00083909","HIALEAH, FL US","1997-02-16","83","69"
"USC00083909","HIALEAH, FL US","1997-02-17","78","70"
"USC00083909","HIALEAH, FL US","1997-02-18","77","71"
"USC00083909","HIALEAH, FL US","1997-02-19","81","70"
"USC00083909","HIALEAH, FL US","1997-02-20","82","73"
"USC00083909","HIALEAH, FL US","1997-02-21","85","73"
"USC00083909","HIALEAH, FL US","1997-02-22","84","68"
"USC00083909","HIALEAH, FL US","1997-02-23","88","71"
